Index,ContributorID,Contributor_PersonID,PersonID,Year,Age,Height,Weight,EducationLevel,NumberOfLanguages,LikeVollyball,LikeTableTennis,FavouriteMovie,Province,HappinessLevel
669,S118,P15,S118P15,2024,18,176,75,Undergraduate Degree (UG),1,FALSE,FALSE,Avengers-Endgame Battle,Liaoning,4
670,S119,P1,S119P1,2024,30,165,57,Some School,1,FALSE,FALSE,Titanic,Hebei,8
671,S119,P2,S119P2,2024,33,180,80,Some School,1,FALSE,FALSE,Titanic,Hebei,7
672,S119,P3,S119P3,2024,24,163,65,Undergraduate Degree (UG),2,FALSE,FALSE,Flipped,Hebei,9
673,S119,P1,S119P1,2024,19,154,45,High School,2,TRUE,FALSE,Zootropolis,Hebei,8
674,S119,P5,S119P5,2024,20,153,45,High School,2,FALSE,TRUE,The Devil Wears Prada,Hebei,10
675,S120,P1,S120P1,2024,45,165.7,55,Undergraduate Degree (UG),1,FALSE,FALSE,Jinggangshan,Hunan,9
676,S120,P2,S120P2,2024,55,176.3,53.4,Undergraduate Degree (UG),1,FALSE,FALSE,"Hi, mom(NI HAO, LI HUANYING)",Hunan,9
677,S120,P3,S120P3,2024,20,181.3,49.3,Undergraduate Degree (UG),3,TRUE,FALSE,INTERSTELLAR,Hunan,3
678,S120,P4,S120P4,2024,80,162.9,60.9,Undergraduate Degree (UG),1,FALSE,FALSE,The War of RAJ(War of Resistance Against Japan),Hunan,7
679,S120,P5,S120P5,2024,88,181.2,78.2,High School,1,FALSE,FALSE,The War of RAJ(War of Resistance Against Japan),Hunan,7
680,S121,P1,S121P1,2024,52,178,66,Undergraduate Degree (UG),3,FALSE,TRUE,Forrest Gump,Hubei,9
681,S121,P2,S121P2,2024,43,164,64,Undergraduate Degree (UG),3,TRUE,TRUE,High School Musical,Hubei,8
682,S121,P3,S121P3,2024,19,186,72,Undergraduate Degree (UG),3,None,FALSE,The Legend of 1900,Beijing,7
683,S121,P4,S121P4,2024,52,173,72,Doctorate degree (PhD),6,TRUE,None,Homeless to Harvard,Beijing,10
684,S121,P5,S121P5,2024,36,178,64,Undergraduate Degree (UG),4,TRUE,TRUE,wanchu,Beijing,10
685,S122,P1,S122P1,2024,17,172,65,High School,3,TRUE,TRUE,Coco,Henan,7
686,S122,P2,S122P2,2024,19,163,53,Undergraduate Degree (UG),2,FALSE,FALSE,Your Name,Henan,8
687,S122,P3,S122P3,2024,22,177,90,Undergraduate Degree (UG),7,FALSE,FALSE,The Secret Life of Pets,Hainan,5
688,S122,P4,S122P4,2024,24,158,51,Undergraduate Degree (UG),5,TRUE,TRUE,Me Before You,Hainan,8
689,S122,P5,S122P5,2024,19,182,70,Undergraduate Degree (UG),1,TRUE,TRUE,None,Hunan,8
690,S123,P1,S123P1,2024,17,173.5,50,High School,2,FALSE,FALSE,The Wandering Earth,Guangxi,7
691,S123,P2,S123P2,2024,23,160.3,42.5,Undergraduate Degree (UG),3,FALSE,FALSE,Hail the Judge,None,7
692,S123,P3,S123P3,2024,19,184.7,74,Undergraduate Degree (UG),2,FALSE,TRUE,Catch Me If You Can,Guangxi,8
693,S123,P4,S123P4,2024,20,153,52.5,Undergraduate Degree (UG),2,FALSE,FALSE,Kung Fu Hustle,Guangxi,9
694,S123,P5,S123P5,2024,16,164.5,49.5,Some School,2,FALSE,FALSE,The Shawshank Redemption,Jiangsu,5
695,S123,P6,S123P6,2024,18,182,70.3,Undergraduate Degree (UG),2,TRUE,TRUE,Les Choristes,Hunan,7
696,S124,P1,S124P1,2024,32,175,70,Postgraduate/ Master‚Äôs Degree (PG),3,TRUE,TRUE,The Shawshank Redemption,Shanghai,8
697,S124,P2,S124P2,2024,28,168,58,Undergraduate Degree (UG),2,FALSE,TRUE,Farewell My Concubine,Beijing,7
698,S124,P3,S124P3,2024,35,182,85,Doctorate degree (PhD),4,TRUE,FALSE,Ne Zha: Birth of the Demon Child,Guangdong,9
699,S124,P4,S124P4,2024,24,160,48,Undergraduate Degree (UG),2,FALSE,TRUE,The Wandering Earth,Zhejiang,6
700,S124,P5,S124P5,2024,40,170,65,Undergraduate Degree (UG),2,TRUE,FALSE,Forever Young,Sichuang,7
701,S124,P6,S124P6,2024,27,172,62,Postgraduate/ Master‚Äôs Degree (PG),3,TRUE,TRUE,Crazy Alien,Shaanxi (陕西),8
702,S124,P7,S124P7,2024,45,165,70,High School,1,FALSE,TRUE,A Better Tomorrow,Henan,7
703,S124,P8,S124P8,2024,30,158,55,Some School,1,TRUE,FALSE,To Live,Anhui,7
704,S124,P9,S124P9,2024,52,178,80,No School,1,FALSE,TRUE,Legend of Lu Mountain,Guangdong,8
705,S124,P10,S124P10,2024,22,163,50,High School,1,TRUE,FALSE,A Chinese Odyssey: Part Two - Cinderella,Shandong,9
